CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Total_Trans_Amt,Total_Trans_Ct
713940033,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,36,5,3514,79
713482608,Existing Customer,47,M,4,College,Married,$40K - $60K,Blue,35,6,4060,79
714571008,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,36,3,4553,78
715354008,Existing Customer,43,M,3,Graduate,Unknown,$120K +,Blue,36,6,3785,68
819363708,Existing Customer,43,M,1,Post-Graduate,Single,$60K - $80K,Blue,38,4,3909,67
712014708,Existing Customer,48,M,4,Graduate,Married,Less than $40K,Blue,36,4,4518,90
788717358,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,3432,68
710413533,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,51,3,4785,66
718515483,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,52,2,3289,47
715059258,Existing Customer,38,F,3,Doctorate,Single,Unknown,Blue,32,6,4245,82
713852958,Existing Customer,51,F,2,Graduate,Single,Unknown,Silver,41,5,3893,81
767835558,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,36,5,3536,69
721531683,Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,36,3,4076,81
720660558,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,36,4,4770,89
814845933,Existing Customer,62,M,0,Graduate,Single,$80K - $120K,Blue,56,4,3628,74
773155533,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,42,5,4739,89
711199908,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,30,3,3057,71
721398858,Existing Customer,43,M,2,Unknown,Single,$120K +,Blue,34,5,4160,76
715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,2427,51
715500558,Existing Customer,45,F,3,Graduate,Married,Unknown,Blue,36,3,4120,78
719239158,Existing Customer,48,M,3,High School,Married,$60K - $80K,Blue,39,4,3912,72
820633833,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Blue,56,5,4074,72
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown,Blue,26,3,2631,41
718487958,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,41,5,3971,76
710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,2139,47
778878633,Existing Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,32,6,3400,67
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33,1,2505,45
716317458,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1723,44
718569258,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,36,5,4170,73
711649908,Existing Customer,33,F,3,Graduate,Married,Unknown,Blue,15,5,4208,67
720879708,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,3,2853,64
815761908,Existing Customer,46,F,3,Unknown,Married,Unknown,Silver,41,6,3722,72
711850533,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,36,5,4272,71
721028283,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,28,4,3353,86
710763783,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,32,4,3676,47
720432858,Existing Customer,40,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,3471,63
772525308,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,33,5,3651,69
767354208,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,41,4,3993,75
715670058,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,38,5,3806,76
713856708,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,5,4327,79
758086458,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,39,3,4111,62
717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,2216,39
709604958,Existing Customer,51,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3480,64
714931458,Existing Customer,52,F,2,Post-Graduate,Single,Unknown,Blue,42,3,4102,78
711047658,Existing Customer,46,F,3,High School,Married,Less than $40K,Blue,38,4,4775,83
718110858,Attrited Customer,42,M,4,Unknown,Married,$40K - $60K,Blue,36,2,2628,41
716385858,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,28,5,4921,90
708812133,Existing Customer,49,F,3,Graduate,Married,Unknown,Blue,39,5,4110,75
787655058,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,37,5,4254,85
803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,2222,54
721273008,Attrited Customer,54,F,1,College,Unknown,Less than $40K,Silver,43,6,1739,38
715762083,Existing Customer,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,6,2525,45
711629733,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,5,3282,66
718410258,Existing Customer,37,M,3,High School,Unknown,$80K - $120K,Blue,28,5,4207,80
719745558,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,4,4626,77
820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,2000,32
793543758,Existing Customer,47,M,2,Graduate,Single,$120K +,Blue,41,3,4601,77
778224858,Existing Customer,42,F,2,College,Unknown,Unknown,Blue,32,3,4589,89
712555233,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Blue,48,4,2023,38
718516533,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,6,3944,78
708923658,Existing Customer,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,3,4466,92
717708783,Existing Customer,57,M,2,Graduate,Single,$120K +,Silver,51,6,4303,77
780688383,Existing Customer,35,M,1,Graduate,Unknown,$80K - $120K,Blue,24,4,3534,56
718821783,Existing Customer,53,M,1,Unknown,Married,$40K - $60K,Blue,48,4,4697,73
718163808,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,6,4809,71
712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31,2,1871,32
711286533,Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue,31,5,5067,62
711655683,Existing Customer,55,M,1,Uneducated,Single,$60K - $80K,Silver,46,4,2996,62
718188858,Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,36,5,4964,84
718514283,Existing Customer,46,M,4,High School,Single,$40K - $60K,Blue,36,5,3895,67
708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown,Blue,36,3,1484,33
811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,2,2432,48
712089108,Existing Customer,49,M,3,Uneducated,Divorced,$80K - $120K,Blue,37,6,4631,76
710761533,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,33,3,4190,87
714963558,Existing Customer,46,M,3,Graduate,Single,$40K - $60K,Blue,36,4,4374,71
714834258,Existing Customer,43,F,4,High School,Unknown,Less than $40K,Blue,36,5,4343,83
713788083,Attrited Customer,28,F,1,Graduate,Single,Less than $40K,Blue,36,4,1897,35
719583558,Existing Customer,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,6,4710,70
744705408,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,41,5,4241,61
713240133,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,4,5099,60
815015283,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,38,4,4025,62
718072758,Existing Customer,51,M,2,Post-Graduate,Married,$120K +,Blue,45,5,4030,73
709127808,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,3502,57
715080258,Existing Customer,37,F,1,High School,Single,Unknown,Blue,36,3,4814,89
709567758,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,29,4,3339,71
780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2,1907,47
715357308,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,3,3512,65
720559908,Existing Customer,58,F,2,Uneducated,Divorced,Less than $40K,Silver,46,6,4900,61
720339558,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,3,3887,71
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,1626,28
793269933,Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Silver,40,6,4540,78
809978733,Existing Customer,33,F,2,High School,Single,$40K - $60K,Blue,28,3,4415,77
788996058,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,34,4,3841,69
712575708,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,5,4455,82
789625383,Existing Customer,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,3543,62
719730258,Existing Customer,41,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,4,3819,75
793717608,Existing Customer,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,6,3592,79
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,2611,43
716077458,Existing Customer,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4,3188,71
813435108,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,44,5,4726,78
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,1447,23
719880408,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,35,6,3992,57
719343633,Existing Customer,48,M,3,High School,Unknown,Less than $40K,Blue,38,4,4900,89
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,2680,51
717443658,Existing Customer,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,4715,81
715976433,Existing Customer,42,M,3,High School,Unknown,Less than $40K,Blue,31,4,4212,75
719038008,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,3,4862,41
709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2538,39
710186958,Existing Customer,45,F,3,Unknown,Single,Unknown,Blue,32,6,4431,82
709274583,Existing Customer,40,M,2,High School,Married,$120K +,Blue,27,5,4806,91
816864483,Existing Customer,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,4,4003,74
708271833,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Silver,36,3,3464,67
821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2014,54
820920408,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,48,3,4012,59
718403358,Existing Customer,49,F,2,High School,Divorced,$40K - $60K,Blue,33,4,3912,67
713476758,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,32,4,4309,77
720690933,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,4279,67
719252583,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,20,4,4642,92
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2013,35
771204108,Existing Customer,36,F,2,Uneducated,Single,Unknown,Blue,23,3,3896,67
817247658,Existing Customer,45,M,3,High School,Unknown,$60K - $80K,Blue,27,6,3814,67
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,1937,51
714389883,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,36,6,4275,77
713648208,Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,4624,86
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,3,2054,46
824163333,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3,4307,66
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,1460,32
711154908,Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,40,5,4319,76
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,2644,43
720334833,Existing Customer,39,F,5,College,Single,Less than $40K,Blue,30,4,4719,91
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,2108,40
708205083,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28,6,4815,81
715276683,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,45,5,5495,69
721254858,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,18,6,3857,70
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,4,1441,39
789616158,Existing Customer,33,M,3,Unknown,Divorced,Unknown,Blue,27,6,3444,52
708773583,Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,5,3987,64
711110733,Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,33,3,3355,66
714043008,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,30,6,4310,76
780602733,Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,4,3221,66
823557333,Existing Customer,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,5,4457,86
772825308,Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,4231,60
713251008,Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,38,6,3921,63
711175083,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,2999,75
756477333,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4,4793,71
712294983,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,36,4,4496,71
717023508,Existing Customer,45,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,4883,85
709869708,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,5,4037,71
772133808,Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6,4342,62
768196008,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,3094,56
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2510,38
789526458,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,3965,57
716079708,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,36,5,4647,65
720087708,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,31,4,5245,89
714259533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,5001,88
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4,4942,76
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,6,3365,63
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,1656,31
719186433,Existing Customer,53,F,1,College,Single,Unknown,Blue,44,3,3793,86
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,4366,69
720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,31,4,4473,72
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,4457,69
778353183,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,13,5,5155,77
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,5116,75
773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5,4717,75
771354633,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,5,3292,73
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,2253,39
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,3672,75
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3774,80
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,1900,36
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,4,1987,46
782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,29,4,4432,92
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1370,38
787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5,4106,66
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,3974,56
789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3560,67
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,2,2310,43
715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,6,4539,75
809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,4109,72
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,3081,50
711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,4359,79
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,6,4131,80
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3,4827,77
713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6,4270,76
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,4126,90
709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,4836,83
717578358,Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,40,5,4334,80
711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,4537,81
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2162,36
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,3462,67
779694183,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,5,3833,73
788544108,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,37,4,4037,74
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,13,4,4068,66
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,1828,45
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55,5,2616,42
714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,4512,80
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2095,43
712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,33,3,4316,72
780790008,Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,39,6,3967,69
779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,6,4300,94
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3,4734,73
716995083,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,6,4218,64
718137183,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,38,4,5379,92
787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,6,4507,63
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,5,2447,40
717967833,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,3,4757,81
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,2477,42
717376758,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,47,4,4108,72
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51,3,2312,49
717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,6,4012,60
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,1759,34
714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,6,3906,81
711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,4,4360,66
718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,36,3,4423,67
712723608,Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,6,3999,66
789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,3,5220,74
734909358,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,33,4,4354,79
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,6,4598,71
780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,38,4,4887,69
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2048,40
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36,3,1884,43
789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,6,3574,75
797138883,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,37,3,3966,77
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,2579,47
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,2335,40
742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,37,3,4014,69
713933658,Existing Customer,56,F,0,Graduate,Single,Less than $40K,Blue,45,3,4118,70
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,3,4699,73
789705408,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,37,4,3739,55
780378633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,33,4,3412,71
817422408,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3,4110,71
781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,6,3525,78
710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3961,69
719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,32,3,3592,66
711879633,Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,29,4,4480,70
716444733,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,46,5,4271,79
718460958,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,35,3,4498,64
789953733,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,37,5,4519,78
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,3,3924,82
787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,36,5,4389,79
710644158,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,28,5,4293,73
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,6,4284,69
813338733,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,42,3,4477,82
787536933,Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,33,6,4768,80
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,2017,37
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,1849,43
809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,5,4570,68
719446833,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,46,4,4214,83
720570333,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,5,4786,81
815308683,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,41,4,3101,54
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,2473,44
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4,4850,80
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2123,37
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,4,4442,64
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,4006,68
713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,3,5085,78
754564308,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,39,3,3601,66
827890758,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,5,3785,63
779945508,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,35,5,3808,81
720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,36,3,3281,63
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37,1,1704,34
715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,36,6,4596,71
712332183,Existing Customer,42,M,3,College,Single,$80K - $120K,Blue,36,6,3934,74
790123983,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,43,4,4297,88
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2329,43
716860233,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,39,3,4124,87
714678408,Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31,6,4727,83
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,2567,43
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,1868,40
713645883,Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,23,6,5202,88
718622658,Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue,34,3,4472,86
710641008,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,36,5,2473,56
718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,4,3863,69
716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,6,4722,89
713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,28,3,4496,77
713043183,Existing Customer,61,M,0,High School,Single,$40K - $60K,Blue,48,3,4313,84
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,43,6,2342,40
718501983,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,5,4682,89
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3,2866,59
771790083,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Silver,32,4,4116,64
712817808,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,23,5,2045,53
811697958,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,45,4,4451,65
817089408,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,27,3,4413,69
803406558,Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue,24,3,4189,86
717297708,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,37,6,4439,74
808756458,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,42,6,3821,83
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,2687,41
780638958,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue,31,6,4483,77
721026033,Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,44,4,2673,43
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2492,43
812493033,Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue,37,4,5102,63
718256658,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,38,6,4554,75
711421233,Existing Customer,51,M,3,High School,Single,$60K - $80K,Blue,43,5,4969,84
710335983,Existing Customer,57,F,0,High School,Divorced,Less than $40K,Blue,36,5,4297,64
720108783,Existing Customer,60,F,1,Uneducated,Single,Unknown,Blue,50,6,4328,68
818259558,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,56,4,3951,79
708511983,Existing Customer,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3950,82
708838908,Existing Customer,49,F,3,Unknown,Single,$40K - $60K,Blue,42,4,3192,61
778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,37,3,2141,35
793015083,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,40,5,4481,77
821336133,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,46,5,3927,60
713905608,Existing Customer,56,F,3,Unknown,Single,Less than $40K,Blue,50,5,3270,63
779164608,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,34,6,4224,77
714835833,Existing Customer,43,M,4,High School,Divorced,$80K - $120K,Blue,36,3,4192,73
823863033,Existing Customer,52,M,2,Unknown,Married,$80K - $120K,Silver,48,6,4254,73
713321508,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,3,4579,87
